venue_name,address,city,state,zip_code,phone,website,sports_supported,latitude,longitude,approved_at,photo_review_status,admin_status,country,origin_type,community_source,community_source_id,community_seed_batch,community_seeded_at,community_curated_by,community_provenance,place_type
Mexxx Gay Bar,20 Schallmooser Hauptstraße,Salzburg,,5020,,https://mexxxgaybar.at/,,47.8056809,13.0527203,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00190,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Blaue Bar,,Wien,,,,,,48.2039403,16.3699537,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00191,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Grüne Bar,,Wien,,,,,,48.204031,16.3699788,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00192,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Rote Bar,,Wien,,,,,,48.2040003,16.3697108,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00193,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Lupetto Bar con Cucina Italiana,9 Schottenfeldgasse,Wien,,1070,+43 699 19007815,http://www.lupetto-bar.at/,,48.1977215,16.3435887,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00194,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Coquette Weinbar,9 Bergstraße,,,,,https://coquette.at/,,47.8031425,13.0457458,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00195,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Barke's Audimax Cafe & Buffet,,,,,,,,48.2133506,16.3604051,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00196,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Bao Bar,2 Jakov-Lind-Straße,Wien,,1020,,https://www.baobar.at/,,48.2223709,16.392406,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00197,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Zazibar,4D Glockengasse,Salzburg,,5020,+43 664 9150269,https://www.zazibar.at/,,47.8043994,13.0503585,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00198,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Bitterbar,5 Margaretenplatz,Wien,,1050,,https://www.bitter.bar,,48.1917152,16.3581449,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00199,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Golden Harp Irish Pub,82 Meidlinger Hauptstraße,Wien,,1120,+43 1 992 1674,https://goldenharp1120.at/,,48.175097,16.3300876,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00200,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Cinco Bar,1 Körblergasse,,,,,,,48.2098719,16.3677959,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00201,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Vis-a-Vis Weinbar,5 Wollzeile,Wien,,1010,+43 1 512 93 50,https://www.weibel.at/,,48.2093227,16.3746139,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00202,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Quattro Café-Bar,,,,,,,,48.228621,16.3323299,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00203,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Ravens Pub,,,,,,,,48.1958067,16.3997863,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00204,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Golser Bier & Wein Bar,4 Riemergasse,Wien,,1010,+43 664 88 345 150,http://www.pannonisch.at/,,48.2074516,16.3768069,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00205,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Golser Bier & Wein Bar,Mahlerstraße,Wien,,1010,+43 664 88 345 156,http://www.pannonisch.at/,,48.2024799,16.3731037,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00206,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
ParaDice - Boardgame Bar,,,,,,https://www.paradice-board-game-bar.at/,,48.2135075,16.3357169,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00207,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Admiral Sportsbar,,,,,,,,48.2568483,16.4498697,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00208,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Cafe Sport,,,,,,,,48.2154746,16.3135927,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00209,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Bar Campari,6 Seitzergasse,Wien,,1010,+43 1 532 35 53,https://www.barcampari.at,,48.210549,16.369154,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00210,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Aurora Rooftop Bar,10 Arsenalstraße,Wien,,1100,+431205 77 44 4466,https://www.bar-aurora.at,,48.185194,16.3833508,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00211,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Badeschiff Bar & Restaurant,4 Franz-Josefs-Kai,Wien,,1010,+43 660 31 24 703,http://badeschiff.at,,48.2117879,16.3812215,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00212,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
francescoSPORTS,11 Klabundgasse,Wien,,1190,,www.fsports.at,,48.2477756,16.3595319,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00213,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Mono Sushi Bar,,,,,,,,48.1974572,16.3437727,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00214,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Rooftopbar Lamee,15 Rotenturmstraße,,,,+43 1 5322240,https://lameerooftop.com/,,48.2102431,16.3741226,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00215,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Sport Café,15 Gschwandnergasse,,,,,,,48.216646,16.3241039,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00216,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Mart11 Lounge&Bar,,,,1150,,,,48.200001,16.3348451,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00217,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Ogi's Bar,,,,,,,,48.205829,16.3298329,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00218,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Viki's Pub so oder so,20 Fasangasse,Wien,,1030,,,,48.1924824,16.3858127,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00219,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Die Weinbar,,,,,,,,48.205947,16.3985242,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00220,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Cafe Pub Weinhold,210 Hernalser Hauptstraße,,,1170,,,,48.225111,16.3117074,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00221,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Piccolo Bar,,,,,,,,48.1870734,16.3761667,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00222,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Postsport Stüberl,87 Rosensteingasse,,,,+43 664 6244002,https://postsportstueberl.at,,48.2226416,16.3281737,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00223,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Mama‘s African Grill-Bar,25 Steudelgasse,,,,,,,48.1740334,16.3842903,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00224,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Nachbarn,4 Prager Straße,,,,,https://www.gasthaus-nachbarn.at/,,48.2588311,16.3966247,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00225,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Queens Bar,,,,,,,,48.1735295,16.3904509,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00226,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Kinka Ramen Bar,62 Stumpergasse,,,,+43 676 5040666,https://www.kinkaramenbar.at/,,48.1958498,16.3425224,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00227,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Europa Bar,3 Neuer Markt,,,,,,,48.2061687,16.3710066,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00228,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Bonbonnière Tagesbar,15 Spiegelgasse,,,,,,,48.2067139,16.369867,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00229,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
escape bar and lounge,,,,,,,,48.177744,16.3793241,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00230,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Bar Francis,18-20/27 Weihburggasse,,,,+43 677 64995077,https://www.cocktail-bistro-bar-francis.com/,,48.2058461,16.3746332,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00231,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Rauwolf Rosthaus Brewbar,42-48 Mariahilfer Straße,,,,+436602275052,https://rauwolf-coffee.at/,,48.2000157,16.3535126,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00232,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Café-Pub Holzi,,,,,,,,48.1975835,16.299614,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00233,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Italien Bar & Restaurant,,,,,,,,48.2422306,16.4334409,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00234,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Boba Bar,,,,,,,,48.242045,16.4333149,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00235,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Cuba Bar,,,,,,,,48.2315643,16.3684694,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00236,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Bao Bar,30 Operngasse,,,1040,,https://www.baobar.at/,,48.1979492,16.3658599,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00237,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
G5 Live Musik Bar,217,Wien,,1190,+436509915513,https://www.g5musicgroup.at/g5livemusicbar/,,48.2358221,16.3562271,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00238,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
rosebar centrala,5 Rauscherstraße,Wien,,1200,+43 664 933 51678,https://www.centrala.at/,,48.2305094,16.3761181,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00239,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
SELLENY'S Bar,1 Am Stadtpark,Wien,,1030,+43 664 825 83 17,https://sellenys-bar.at/,,48.2063199,16.3831186,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00240,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Needle Vinyl Bar,8 Barnabitengasse,,,1060,,https://needlevinylbar.com,,48.1983874,16.35417,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00241,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Donnersmarkt Restaurant & Bar,,,,,,,,48.204272,16.3770095,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00242,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Lucy Bar,,,,,,https://lucybar.at/,,48.1857106,16.3836959,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00243,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Mirabell Coffee Bar,,,,,,,,47.804684,13.0439311,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00244,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
R-Bar,8 Breitenfurter Straße,,,,,https://r-bar.at/,,48.1683655,16.3195482,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00245,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Sbagliata Affairs X Mama´s Bar,9 Teinfaltstraße,,,,+43 664 5414425,https://linktr.ee/sbagliata.bar,,48.211312,16.3626415,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00246,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Barbecue King,,,,,,,,48.1945435,16.3189678,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00247,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Soulmate Bar,60 Siebensterngasse,Wien,,1070,+43 660 1208906,https://soulmatebar.com,,48.2022391,16.3494328,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00248,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Admiral Sportsbar,,,,,,https://www.admiral.ag/filialen/admiral-filialen/#!/l/wien/am-hauptbahnhof-1/2306089,,48.1859712,16.376039,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00249,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Moons Rooftop Bar,,,,,,,,48.1876329,16.3778141,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00250,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
daylounge café.bistro.bar,,,,,+43 1 7154984,https://www.daylounge.at/,,48.2058657,16.3847116,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00251,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Mariatrink Rooftop Bar,28 Windmühlgasse,Wien,,1060,,,,48.1983987,16.3552801,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00252,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Vita Napoletana Pizzabar,11 Wienerbergstraße,,,1100,+436764479644,https://vitanapoletana.at,,48.1679203,16.3457918,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00253,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Bar Roque,,,,,,,,47.815083,13.0434838,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00254,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Shahi darbar,,,,,,,,48.2103579,16.3331797,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00255,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Atrium Lounge & Bar,,,,,,,,48.216923,16.4086961,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00256,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
City Bar,19 Tiefer Graben,Wien,,1010,,http://citybar.at/index.htm,,48.2124979,16.3680789,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00257,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Hundertwasser Village Cafe Bar,,,,,,,,48.207957,16.394171,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00258,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Seven Botanicals Bar&Kitchen,16 Wagramer Straße,,,,+43 1 95507151220,https://www.sevenbotanicals.com/,,48.2340902,16.4210166,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00259,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Drogerie Bar/Café,8 Pfauengasse,,,,,,,48.2004241,16.3590873,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00260,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Mato's Pub,2 Brauergasse,,,,,,,48.1952671,16.3506607,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00261,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
INKA Bar & Food,,,,,,https://pier22.inka.wien/,,48.2316495,16.4055291,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00262,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Bar Lounge All'Italiana,,,,,+43 1 7107864,https://www.allitaliana.at,,48.2009237,16.3931606,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00263,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Viola Pub,1 Horrplatz,Wien,,1100,,https://fk-austria.at/arena/viola-pub,,48.1619983,16.388278,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00264,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
AUX Bar,30B Argentinierstraße,Wien,,1040,,https://www.funkhaus.wien/en/gastronomy,,48.1949449,16.3730194,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00265,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
District 22 Rooftop Bar,7 Dr.-Adolf-Schärf-Platz,,,1220,,,,48.2440185,16.4331743,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00266,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
XV CAFE BAR,205 Mariahilfer Straße,Wien,,1150,,,,48.1913239,16.3288202,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00267,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Sky Bar Cool Mama,1 Josef-Brandstätter-Straße,Salzburg,,5020,,https://www.coolmama.com/,,47.8274904,13.0241941,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00268,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Shh Listening Bar,18 Wiedner Hauptstraße,,,,,,,48.1968278,16.3672272,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00269,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
PSV Lounge - Polizeisportverein Wien,2 Dampfschiffhaufen,Wien,,1220,+43 1 2630943,https://www.psv-lounge.at/,,48.2227175,16.429856,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00270,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Die Bar,3 Dr.-Franz-Rehrl-Platz,Salzburg,,5020,+43 662 642759,http://www.die-bar.net/,,47.7996532,13.0545111,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00271,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Racketsport Academy Grill House,,,,,,,,48.1757425,16.3888905,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00272,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Absolut Restaurant & Bar,179 Altmannsdorfer Straße,Wien,,1230,+43 1 2125684,,,48.1522025,16.3208732,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00273,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Strandbar Herrmann,Herrmannpark,Wien,,,,https://www.strandbarherrmann.at/,,48.2119148,16.385765,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00274,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Sportkantine Deniz Bank Arena,1 Heuberggstättenstraße,Wien,,1100,,,,48.1593199,16.3675755,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00275,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Beachbar,,,,,,https://sportbox.cc/unternehmen/sportinsel,,48.243955,16.3913978,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00276,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Café Bar Bier & Zeit,,,,,,,,48.2173523,16.3922489,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00277,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Kate's Cafe Bar,Praterstern SH9,Wien,,,+4312125066,http://kates.at,,48.2174088,16.3922574,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00278,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Hendricks Sportsbar,,,,,,https://www.hendricks.at/,,48.2181788,16.3925453,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00279,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
